StartTime;LastResetTime;CurrentTime;ElapsedTime(P);ElapsedTime(C);TargetRate;CallRate(P);CallRate(C);IncomingCall(P);IncomingCall(C);OutgoingCall(P);OutgoingCall(C);TotalCallCreated;CurrentCall;SuccessfulCall(P);SuccessfulCall(C);FailedCall(P);FailedCall(C);FailedCannotSendMessage(P);FailedCannotSendMessage(C);FailedMaxUDPRetrans(P);FailedMaxUDPRetrans(C);FailedTcpConnect(P);FailedTcpConnect(C);FailedTcpClosed(P);FailedTcpClosed(C);FailedUnexpectedMessage(P);FailedUnexpectedMessage(C);FailedCallRejected(P);FailedCallRejected(C);FailedCmdNotSent(P);FailedCmdNotSent(C);FailedRegexpDoesntMatch(P);FailedRegexpDoesntMatch(C);FailedRegexpShouldntMatch(P);FailedRegexpShouldntMatch(C);FailedRegexpHdrNotFound(P);FailedRegexpHdrNotFound(C);FailedOutboundCongestion(P);FailedOutboundCongestion(C);FailedTimeoutOnRecv(P);FailedTimeoutOnRecv(C);FailedTimeoutOnSend(P);FailedTimeoutOnSend(C);OutOfCallMsgs(P);OutOfCallMsgs(C);DeadCallMsgs(P);DeadCallMsgs(C);Retransmissions(P);Retransmissions(C);AutoAnswered(P);AutoAnswered(C);Warnings(P);Warnings(C);FatalErrors(P);FatalErrors(C);WatchdogMajor(P);WatchdogMajor(C);WatchdogMinor(P);WatchdogMinor(C);ResponseTime1(P);ResponseTime1(C);ResponseTime1StDev(P);ResponseTime1StDev(C);CallLength(P);CallLength(C);CallLengthStDev(P);CallLengthStDev(C);ResponseTimeRepartition1;ResponseTimeRepartition1_<10;ResponseTimeRepartition1_<50;ResponseTimeRepartition1_<100;ResponseTimeRepartition1_<150;ResponseTimeRepartition1_<200;ResponseTimeRepartition1_<500;ResponseTimeRepartition1_<1000;ResponseTimeRepartition1_>=1000;CallLengthRepartition;CallLengthRepartition_<10;CallLengthRepartition_<50;CallLengthRepartition_<100;CallLengthRepartition_<150;CallLengthRepartition_<200;CallLengthRepartition_<500;CallLengthRepartition_<1000;CallLengthRepartition_>=1000;
2019-06-15	16:37:27.457239	1560616647.457239;2019-06-15	16:40:27.658718	1560616827.658718;2019-06-15	16:40:32.679660	1560616832.679660;00:00:05;00:03:05;18600;5850;4319.41;0;0;29367;800049;800049;0;29408;800049;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;00:00:00:012000;00:00:00:013000;00:00:00:009000;00:00:00:013000;00:00:00:012000;00:00:00:013000;00:00:00:009000;00:00:00:013000;;199652;581398;16573;2307;101;18;0;0;;199639;581407;16576;2308;101;18;0;0;
2019-06-15	16:37:27.457239	1560616647.457239;2019-06-15	16:40:32.680690	1560616832.680690;2019-06-15	16:40:37.703695	1560616837.703695;00:00:05;00:03:10;19100;5664.74;4354.9;0;0;28454;828503;828503;100;28354;828403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;00:00:00:013000;00:00:00:013000;00:00:00:010000;00:00:00:013000;00:00:00:013000;00:00:00:013000;00:00:00:010000;00:00:00:013000;;203826;605290;16822;2311;136;18;0;0;;203812;605300;16825;2312;136;18;0;0;
2019-06-15	16:37:27.457239	1560616647.457239;2019-06-15	16:40:37.704629	1560616837.704629;2019-06-15	16:40:42.710205	1560616842.710205;00:00:05;00:03:15;19600;5035.36;4372.32;0;0;25202;853705;853705;100;25202;853605;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;00:00:00:015000;00:00:00:013000;00:00:00:010000;00:00:00:013000;00:00:00:015000;00:00:00:013000;00:00:00:010000;00:00:00:013000;;205916;627958;17266;2311;136;18;0;0;;205902;627968;17269;2312;136;18;0;0;
2019-06-15	16:37:27.457239	1560616647.457239;2019-06-15	16:40:42.710897	1560616842.710897;2019-06-15	16:40:47.683713	1560616847.683713;00:00:04;00:03:20;20100;5948.11;4411.41;0;0;29574;883279;883279;100;29574;883179;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;00:00:00:011000;00:00:00:013000;00:00:00:009000;00:00:00:012000;00:00:00:011000;00:00:00:013000;00:00:00:009000;00:00:00:012000;;211953;651236;17525;2311;136;18;0;0;;211939;651246;17528;2312;136;18;0;0;
2019-06-15	16:37:27.457239	1560616647.457239;2019-06-15	16:40:47.684223	1560616847.684223;2019-06-15	16:40:52.694194	1560616852.694194;00:00:05;00:03:25;20600;4976.24;4425.17;0;0;24926;908205;908205;100;24926;908105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;00:00:00:015000;00:00:00:013000;00:00:00:010000;00:00:00:012000;00:00:00:015000;00:00:00:013000;00:00:00:010000;00:00:00:012000;;215558;672170;17910;2313;136;18;0;0;;215543;672180;17914;2314;136;18;0;0;
2019-06-15	16:37:27.457239	1560616647.457239;2019-06-15	16:40:52.694753	1560616852.694753;2019-06-15	16:40:57.749338	1560616857.749338;00:00:05;00:03:30;21100;4011.87;4415.2;0;0;20276;928481;928481;100;20276;928381;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;00:00:00:019000;00:00:00:013000;00:00:00:019000;00:00:00:013000;00:00:00:019000;00:00:00:013000;00:00:00:019000;00:00:00:013000;;217949;689026;18792;2360;219;35;0;0;;217934;689036;18796;2361;219;35;0;0;
2019-06-15	16:37:27.457239	1560616647.457239;2019-06-15	16:40:57.753033	1560616857.753033;2019-06-15	16:41:02.764924	1560616862.764924;00:00:05;00:03:35;21600;4869.49;4425.69;0;0;24401;952882;952882;10;24491;952872;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;00:00:00:016000;00:00:00:013000;00:00:00:013000;00:00:00:013000;00:00:00:016000;00:00:00:013000;00:00:00:013000;00:00:00:013000;;221498;708974;19742;2404;219;35;0;0;;221483;708983;19747;2405;219;35;0;0;
2019-06-15	16:37:27.457239	1560616647.457239;2019-06-15	16:41:02.765528	1560616862.765528;2019-06-15	16:41:07.772339	1560616867.772339;00:00:05;00:03:40;22100;5557.33;4451.36;0;0;27820;980702;980702;62;27768;980640;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;00:00:00:012000;00:00:00:013000;00:00:00:010000;00:00:00:013000;00:00:00:012000;00:00:00:013000;00:00:00:010000;00:00:00:013000;;228262;729643;20077;2404;219;35;0;0;;228247;729652;20082;2405;219;35;0;0;
2019-06-15	16:37:27.457239	1560616647.457239;2019-06-15	16:41:07.774025	1560616867.774025;2019-06-15	16:41:11.759027	1560616871.759027;00:00:03;00:03:44;22100;4842.66;4458.29;0;0;19298;1000000;1000000;0;19360;1000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;00:00:00:013000;00:00:00:013000;00:00:00:014000;00:00:00:013000;00:00:00:013000;00:00:00:013000;00:00:00:014000;00:00:00:013000;;232614;744218;20443;2432;258;35;0;0;;232598;744227;20448;2434;258;35;0;0;
2019-06-15	16:37:27.457239	1560616647.457239;2019-06-15	16:41:11.760269	1560616871.760269;2019-06-15	16:41:11.763497	1560616871.763497;00:00:00;00:03:44;22100;0;4458.2;0;0;0;1000000;1000000;0;0;1000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;00:00:00:000000;00:00:00:013000;00:00:00:000000;00:00:00:013000;00:00:00:000000;00:00:00:013000;00:00:00:000000;00:00:00:013000;;232614;744218;20443;2432;258;35;0;0;;232598;744227;20448;2434;258;35;0;0;
