StartTime;LastResetTime;CurrentTime;ElapsedTime(P);ElapsedTime(C);TargetRate;CallRate(P);CallRate(C);IncomingCall(P);IncomingCall(C);OutgoingCall(P);OutgoingCall(C);TotalCallCreated;CurrentCall;SuccessfulCall(P);SuccessfulCall(C);FailedCall(P);FailedCall(C);FailedCannotSendMessage(P);FailedCannotSendMessage(C);FailedMaxUDPRetrans(P);FailedMaxUDPRetrans(C);FailedTcpConnect(P);FailedTcpConnect(C);FailedTcpClosed(P);FailedTcpClosed(C);FailedUnexpectedMessage(P);FailedUnexpectedMessage(C);FailedCallRejected(P);FailedCallRejected(C);FailedCmdNotSent(P);FailedCmdNotSent(C);FailedRegexpDoesntMatch(P);FailedRegexpDoesntMatch(C);FailedRegexpShouldntMatch(P);FailedRegexpShouldntMatch(C);FailedRegexpHdrNotFound(P);FailedRegexpHdrNotFound(C);FailedOutboundCongestion(P);FailedOutboundCongestion(C);FailedTimeoutOnRecv(P);FailedTimeoutOnRecv(C);FailedTimeoutOnSend(P);FailedTimeoutOnSend(C);OutOfCallMsgs(P);OutOfCallMsgs(C);DeadCallMsgs(P);DeadCallMsgs(C);Retransmissions(P);Retransmissions(C);AutoAnswered(P);AutoAnswered(C);Warnings(P);Warnings(C);FatalErrors(P);FatalErrors(C);WatchdogMajor(P);WatchdogMajor(C);WatchdogMinor(P);WatchdogMinor(C);ResponseTime1(P);ResponseTime1(C);ResponseTime1StDev(P);ResponseTime1StDev(C);CallLength(P);CallLength(C);CallLengthStDev(P);CallLengthStDev(C);ResponseTimeRepartition1;ResponseTimeRepartition1_<10;ResponseTimeRepartition1_<50;ResponseTimeRepartition1_<100;ResponseTimeRepartition1_<150;ResponseTimeRepartition1_<200;ResponseTimeRepartition1_<500;ResponseTimeRepartition1_<1000;ResponseTimeRepartition1_>=1000;CallLengthRepartition;CallLengthRepartition_<10;CallLengthRepartition_<50;CallLengthRepartition_<100;CallLengthRepartition_<150;CallLengthRepartition_<200;CallLengthRepartition_<500;CallLengthRepartition_<1000;CallLengthRepartition_>=1000;
2019-06-15	22:16:34.093199	1560636994.093199;2019-06-15	22:18:59.198049	1560637139.198049;2019-06-15	22:19:04.207684	1560637144.207684;00:00:05;00:02:30;5900;732.881;537.458;0;0;3671;80680;80680;87;3679;80593;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;164;0;1220;0;0;0;166;0;0;0;0;0;2;00:00:00:061000;00:00:00:099000;00:00:00:030000;00:00:00:833000;00:00:00:125000;00:00:00:172000;00:00:00:046000;00:00:00:839000;;205;17579;50873;6939;3076;1684;73;212;;53;221;14948;43731;10205;10804;334;297;
2019-06-15	22:16:34.093199	1560636994.093199;2019-06-15	22:19:04.210275	1560637144.210275;2019-06-15	22:19:09.216794	1560637149.216794;00:00:05;00:02:35;6100;615.262;539.959;0;0;3080;83760;83760;87;3080;83673;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;164;0;1220;0;0;0;166;0;0;0;0;0;2;00:00:00:075000;00:00:00:098000;00:00:00:049000;00:00:00:817000;00:00:00:151000;00:00:00:172000;00:00:00:085000;00:00:00:824000;;205;18407;52443;7440;3123;1832;73;212;;53;221;15815;44690;10755;11469;373;297;
2019-06-15	22:16:34.093199	1560636994.093199;2019-06-15	22:19:09.217939	1560637149.217939;2019-06-15	22:19:14.195026	1560637154.195026;00:00:04;00:02:40;6300;458.911;537.436;0;0;2284;86044;86044;100;2271;85944;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;164;0;1220;0;0;0;166;0;0;0;0;0;2;00:00:00:100000;00:00:00:098000;00:00:00:064000;00:00:00:807000;00:00:00:206000;00:00:00:173000;00:00:00:118000;00:00:00:813000;;205;18516;53798;7787;3327;2069;73;212;;53;221;15840;45675;11131;12265;462;297;
2019-06-15	22:16:34.093199	1560636994.093199;2019-06-15	22:19:14.204245	1560637154.204245;2019-06-15	22:19:19.202672	1560637159.202672;00:00:04;00:02:45;6500;401.561;533.29;0;0;2007;88051;88051;99;2008;87952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;164;0;1220;0;0;0;166;0;0;0;0;0;2;00:00:00:118000;00:00:00:099000;00:00:00:067000;00:00:00:797000;00:00:00:241000;00:00:00:174000;00:00:00:118000;00:00:00:804000;;205;18521;54940;8189;3506;2361;73;212;;53;221;15840;45898;11990;13088;565;297;
2019-06-15	22:16:34.093199	1560636994.093199;2019-06-15	22:19:19.204491	1560637159.204491;2019-06-15	22:19:24.211489	1560637164.211489;00:00:05;00:02:50;6700;486.816;531.913;0;0;2437;90488;90488;92;2444;90396;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;164;0;1220;0;0;0;166;0;0;0;0;0;2;00:00:00:099000;00:00:00:099000;00:00:00:053000;00:00:00:787000;00:00:00:198000;00:00:00:175000;00:00:00:082000;00:00:00:793000;;205;18565;56526;8606;3728;2534;73;212;;53;221;15872;46587;12857;13944;565;297;
2019-06-15	22:16:34.093199	1560636994.093199;2019-06-15	22:19:24.212512	1560637164.212512;2019-06-15	22:19:29.221112	1560637169.221112;00:00:05;00:02:55;6900;581.47;533.327;0;0;2912;93400;93400;100;2904;93300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;164;0;1220;0;0;0;166;0;0;0;0;0;2;00:00:00:077000;00:00:00:098000;00:00:00:034000;00:00:00:774000;00:00:00:162000;00:00:00:174000;00:00:00:064000;00:00:00:781000;;205;18792;58361;9306;3832;2559;73;212;;53;221;15974;47885;13534;14771;565;297;
2019-06-15	22:16:34.093199	1560636994.093199;2019-06-15	22:19:29.223578	1560637169.223578;2019-06-15	22:19:34.231692	1560637174.231692;00:00:05;00:03:00;7100;498.403;532.347;0;0;2496;95896;95896;96;2500;95800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;164;0;1220;0;0;0;166;0;0;0;0;0;2;00:00:00:093000;00:00:00:098000;00:00:00:029000;00:00:00:764000;00:00:00:191000;00:00:00:175000;00:00:00:050000;00:00:00:771000;;205;18803;59972;10034;4003;2559;73;212;;53;221;15974;48235;14873;15582;565;297;
2019-06-15	22:16:34.093199	1560636994.093199;2019-06-15	22:19:34.232491	1560637174.232491;2019-06-15	22:19:39.242015	1560637179.242015;00:00:05;00:03:05;7300;549.211;532.801;0;0;2751;98647;98647;97;2750;98550;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;164;0;1220;0;0;0;166;0;0;0;0;0;2;00:00:00:084000;00:00:00:097000;00:00:00:015000;00:00:00:754000;00:00:00:172000;00:00:00:175000;00:00:00:020000;00:00:00:760000;;205;18803;62108;10632;4003;2559;73;212;;53;221;15974;48474;16970;15996;565;297;
2019-06-15	22:16:34.093199	1560636994.093199;2019-06-15	22:19:39.243064	1560637179.243064;2019-06-15	22:19:41.511691	1560637181.511691;00:00:02;00:03:07;7500;596.561;533.567;0;0;1353;100000;100000;0;1450;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;164;0;1220;0;0;0;166;0;0;0;0;0;2;00:00:00:072000;00:00:00:097000;00:00:00:014000;00:00:00:748000;00:00:00:147000;00:00:00:174000;00:00:00:020000;00:00:00:754000;;205;18835;63376;10737;4003;2559;73;212;;53;221;15992;49071;17759;16042;565;297;
2019-06-15	22:16:34.093199	1560636994.093199;2019-06-15	22:19:41.514337	1560637181.514337;2019-06-15	22:19:41.515073	1560637181.515073;00:00:00;00:03:07;7500;0;533.558;0;0;0;100000;100000;0;0;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;164;0;1220;0;0;0;166;0;0;0;0;0;2;00:00:00:000000;00:00:00:097000;00:00:00:000000;00:00:00:748000;00:00:00:000000;00:00:00:174000;00:00:00:000000;00:00:00:754000;;205;18835;63376;10737;4003;2559;73;212;;53;221;15992;49071;17759;16042;565;297;
